Time[s] TxPosX[m] TxPosY[m] RxPosX[m] RxPosY[m] ChannelState SNR[dB] Pathloss[dB]
5 250 84.1409 250 41.6667 LOS -inf 93.6495
5.01 250 84.3072 250 41.75 LOS -inf 93.6495
5.02 250 84.4734 250 41.8333 LOS -inf 93.6495
5.03 250 84.6397 250 41.9167 LOS -inf 93.6495
5.04 250 84.806 250 42 LOS -inf 93.0391
5.05 250 84.9723 250 42.0833 LOS -inf 93.0391
5.06 250 85.1386 250 42.1667 NLOSv -inf 93.0391
5.07 250 85.3048 250 42.25 NLOSv -inf 93.0391
5.08 250 85.4711 250 42.3333 NLOSv -inf 93.0391
5.09 250 85.6374 250 42.4167 NLOSv -inf 93.0391
5.1 250 85.8037 250 42.5 NLOSv -inf 93.0391
5.11 250 85.97 250 42.5833 NLOSv -inf 93.0391
5.12 250 86.1363 250 42.6667 NLOSv -inf 93.0391
5.13 250 86.3025 250 42.75 NLOSv -inf 93.6807
5.14 250 86.4688 250 42.8333 NLOSv -inf 93.6807
5.15 250 86.6351 250 42.9167 NLOSv -inf 93.6807
5.16 250 86.8014 250 43 NLOSv -inf 93.6807
5.17 250 86.9677 250 43.0833 LOS -inf 93.6807
5.18 250 87.1339 250 43.1667 LOS -inf 93.6807
5.19 250 87.3002 250 43.25 LOS -inf 93.6807
5.2 250 87.4665 250 43.3333 LOS -inf 93.6807
5.21 250 87.6328 250 43.4167 LOS -inf 93.6807
5.22 250 87.7991 250 43.5 LOS -inf 93.6807
5.23 250 87.9654 250 43.5833 LOS -inf 93.6807
5.24 250 88.1316 250 43.6667 LOS -inf 93.6807
5.25 250 88.2979 250 43.75 LOS -inf 93.6807
5.26 250 88.4642 250 43.8333 LOS -inf 93.6807
5.27 250 88.6305 250 43.9167 LOS -inf 93.6807
5.28 250 88.7968 250 44 NLOSv -inf 93.6807
5.29 250 88.963 250 44.0833 NLOSv -inf 93.6807
5.3 250 89.1293 250 44.1667 NLOSv -inf 93.6807
5.31 250 89.2956 250 44.25 NLOSv -inf 93.6807
5.32 250 89.4619 250 44.3333 NLOSv -inf 94.283
5.33 250 89.6282 250 44.4167 NLOSv -inf 94.283
5.34 250 89.7945 250 44.5 NLOSv -inf 94.283
5.35 250 89.9607 250 44.5833 NLOSv -inf 94.283
5.36 250 90.127 250 44.6667 NLOSv -inf 94.283
5.37 250 90.2933 250 44.75 NLOSv -inf 94.283
5.38 250 90.4596 250 44.8333 NLOSv -inf 94.283
5.39 250 90.6259 250 44.9167 LOS -inf 94.283
5.4 250 90.7921 250 45 LOS -inf 93.7154
5.41 250 90.9584 250 45.0833 LOS -inf 93.7154
5.42 250 91.1247 250 45.1667 LOS -inf 93.7154
5.43 250 91.291 250 45.25 LOS -inf 93.7154
5.44 250 91.4573 250 45.3333 LOS -inf 93.7154
5.45 250 91.6236 250 45.4167 LOS -inf 93.7154
5.46 250 91.7898 250 45.5 LOS -inf 93.7154
5.47 250 91.9561 250 45.5833 LOS -inf 93.7154
5.48 250 92.1224 250 45.6667 LOS -inf 93.7154
5.49 250 92.2887 250 45.75 LOS -inf 93.7154
5.5 250 92.455 250 45.8333 LOS -inf 93.7154
5.51 250 92.6212 250 45.9167 LOS -inf 94.3125
5.52 250 92.7875 250 46 LOS -inf 94.3125
5.53 250 92.9538 250 46.0833 LOS -inf 94.3125
5.54 250 93.1201 250 46.1667 LOS -inf 94.3125
5.55 250 93.2864 250 46.25 LOS -inf 94.3125
5.56 250 93.4527 250 46.3333 LOS -inf 94.3125
5.57 250 93.6189 250 46.4167 LOS -inf 94.3125
5.58 250 93.7852 250 46.5 LOS -inf 94.3125
5.59 250 93.9515 250 46.5833 LOS -inf 94.3125
5.6 250 94.1178 250 46.6667 LOS -inf 94.3125
5.61 250 94.2841 250 46.75 LOS -inf 94.3125
5.62 250 94.4503 250 46.8333 LOS -inf 94.3125
5.63 250 94.6166 250 46.9167 LOS -inf 94.3125
5.64 250 94.7829 250 47 LOS -inf 94.3125
5.65 250 94.9492 250 47.0833 LOS -inf 94.3125
5.66 250 95.1155 250 47.1667 LOS -inf 94.3125
5.67 250 95.2818 250 47.25 LOS -inf 94.3125
5.68 250 95.448 250 47.3333 LOS -inf 94.3125
5.69 250 95.6143 250 47.4167 LOS -inf 94.3125
